DateKey,Date,Year,Month,WEEK_OF_MONTH,Time
352,09/00/2019,2018,11,2,18:43
353,25/00/2019,2018,11,4,13:22
354,13/00/2019,2018,11,2,13:58
355,09/00/2019,2018,11,2,11:45
356,06/00/2019,2018,11,1,11:51
357,10/00/2019,2018,11,2,17:16
358,07/00/2019,2018,11,1,15:55
359,09/00/2019,2018,11,2,12:07
360,19/00/2019,2018,11,3,15:07
361,18/00/2019,2018,11,3,15:29
362,05/00/2019,2018,11,1,18:45
363,19/00/2019,2018,11,3,15:23
364,30/00/2019,2018,11,5,20:37
365,26/00/2019,2018,11,4,14:41
366,02/00/2019,2018,11,1,18:18
367,04/00/2019,2018,11,1,15:27
368,13/00/2019,2018,11,2,12:55
369,25/00/2019,2018,11,4,18:02
370,11/00/2019,2018,11,2,19:44
371,01/00/2019,2018,11,1,11:36
372,10/00/2019,2018,11,2,13:51
373,26/00/2019,2018,11,4,15:17
374,11/00/2019,2018,11,2,15:29
375,07/00/2019,2018,11,1,17:59
376,06/00/2019,2018,11,1,11:55
377,04/00/2019,2018,11,1,10:39
378,26/00/2019,2018,11,4,15:10
379,10/00/2019,2018,11,2,18:10
380,04/00/2019,2018,11,1,20:43
381,19/00/2019,2018,11,3,12:46
382,23/00/2019,2018,11,4,17:44
383,14/00/2019,2018,11,2,14:19
384,23/00/2019,2018,11,4,10:33
385,09/00/2019,2018,11,2,11:40
386,07/00/2019,2018,11,1,19:30
387,18/00/2019,2018,11,3,14:42
388,03/00/2019,2018,11,1,19:08
389,29/00/2019,2018,11,5,19:12
390,28/00/2019,2018,11,4,15:46
391,22/00/2019,2018,11,4,19:06
392,24/00/2019,2018,11,4,18:10
393,10/00/2019,2018,11,2,20:46
394,22/00/2019,2018,11,4,18:35
395,18/00/2019,2018,11,3,11:40
396,29/00/2019,2018,11,5,13:46
397,02/00/2019,2018,11,1,17:16
398,09/00/2019,2018,11,2,13:22
399,22/00/2019,2018,11,4,15:33
400,18/00/2019,2018,11,3,13:28
401,05/00/2019,2018,11,1,13:08
402,08/00/2019,2018,11,2,10:29
403,03/00/2019,2018,11,1,13:23
404,27/00/2019,2018,11,4,20:33
405,08/00/2019,2018,11,2,10:37
406,25/00/2019,2018,11,4,18:30
407,25/00/2019,2018,11,4,14:36
408,24/00/2019,2018,11,4,11:38
409,10/00/2019,2018,11,2,17:15
410,20/00/2019,2018,11,3,13:27
411,06/00/2019,2018,11,1,18:07
412,09/00/2019,2018,11,2,17:03
413,12/00/2019,2018,11,2,10:25
414,07/00/2019,2018,11,1,16:48
415,29/00/2019,2018,11,5,19:21
416,15/00/2019,2018,11,3,16:19
417,11/00/2019,2018,11,2,11:03
418,01/00/2019,2018,11,1,10:39
419,21/00/2019,2018,11,3,18:00
420,11/00/2019,2018,11,2,15:30
421,25/00/2019,2018,11,4,11:24
422,05/00/2019,2018,11,1,10:40
423,15/00/2019,2018,11,3,12:20
424,17/00/2019,2018,11,3,11:15
425,02/00/2019,2018,11,1,17:36
426,22/00/2019,2018,11,4,19:20
427,08/00/2019,2018,11,2,15:31
428,10/00/2019,2018,11,2,12:17
429,25/00/2019,2018,11,4,19:48
430,15/00/2019,2018,11,3,15:36
431,25/00/2019,2018,11,4,19:39
432,28/00/2019,2018,11,4,12:43
433,10/00/2019,2018,11,2,14:49
434,15/00/2019,2018,11,3,10:12
435,06/00/2019,2018,11,1,10:42
436,07/00/2019,2018,11,1,12:28
437,10/00/2019,2018,11,2,19:15
438,15/00/2019,2018,11,3,17:17
439,23/00/2019,2018,11,4,13:24
440,03/00/2019,2018,11,1,13:01
441,17/00/2019,2018,11,3,18:45
442,02/00/2019,2018,11,1,10:11
443,08/00/2019,2018,11,2,13:03
444,04/00/2019,2018,11,1,20:39
445,16/00/2019,2018,11,3,19:47
446,09/00/2019,2018,11,2,18:00
447,27/00/2019,2018,11,4,17:24
448,06/00/2019,2018,11,1,15:47
449,10/00/2019,2018,11,2,12:45
450,19/00/2019,2018,11,3,17:08
451,03/00/2019,2018,11,1,10:19
452,10/00/2019,2018,11,2,15:10
453,22/00/2019,2018,11,4,14:42
454,25/00/2019,2018,11,4,15:46
455,07/00/2019,2018,11,1,11:49
456,28/00/2019,2018,11,4,19:01
457,27/00/2019,2018,11,4,11:26
458,07/00/2019,2018,11,1,11:28
459,20/00/2019,2018,11,3,15:55
460,12/00/2019,2018,11,2,20:36
461,15/00/2019,2018,11,3,17:47
462,24/00/2019,2018,11,4,10:55
463,03/00/2019,2018,11,1,13:40
464,06/00/2019,2018,11,1,12:27
465,14/00/2019,2018,11,2,14:35
466,13/00/2019,2018,11,2,16:40
467,10/00/2019,2018,11,2,15:43
468,07/00/2019,2018,11,1,15:01
469,24/00/2019,2018,11,4,10:04
470,02/00/2019,2018,11,1,18:50
471,06/00/2019,2018,11,1,12:46
472,11/00/2019,2018,11,2,16:19
473,05/00/2019,2018,11,1,18:17
474,09/00/2019,2018,11,2,18:21
475,22/00/2019,2018,11,4,10:55
476,13/00/2019,2018,11,2,17:04
477,09/00/2019,2018,11,2,14:20
478,12/00/2019,2018,11,2,15:48
479,05/00/2019,2018,11,1,16:24
480,22/00/2019,2018,11,4,18:56
481,21/00/2019,2018,11,3,14:42
482,26/00/2019,2018,11,4,19:56
483,23/00/2019,2018,11,4,18:37
484,23/00/2019,2018,11,4,18:45
485,09/00/2019,2018,11,2,10:17
486,05/00/2019,2018,11,1,14:31
487,25/00/2019,2018,11,4,10:23
488,27/00/2019,2018,11,4,20:35
489,02/00/2019,2018,11,1,16:57
490,27/00/2019,2018,11,4,17:55
491,23/00/2019,2018,11,4,10:25
492,26/00/2019,2018,11,4,19:54
493,10/00/2019,2018,11,2,16:42
494,12/00/2019,2018,11,2,12:09
495,06/00/2019,2018,11,1,20:05
496,08/00/2019,2018,11,2,20:38
497,29/00/2019,2018,11,5,10:25
498,09/00/2019,2018,11,2,13:11
499,23/00/2019,2018,11,4,10:16
500,05/00/2019,2018,11,1,18:14
501,26/00/2019,2018,11,4,19:20
502,01/00/2019,2018,11,1,13:22
503,01/00/2019,2018,11,1,11:27
504,28/00/2019,2018,11,4,16:44
505,19/00/2019,2018,11,3,18:19
506,12/00/2019,2018,11,2,14:50
507,05/00/2019,2018,11,1,20:54
508,22/00/2019,2018,11,4,20:19
509,24/00/2019,2018,11,4,10:43
510,03/00/2019,2018,11,1,14:30
511,05/00/2019,2018,11,1,11:32
512,05/00/2019,2018,11,1,10:41
513,15/00/2019,2018,11,3,12:44
514,19/00/2019,2018,11,3,20:07
515,01/00/2019,2018,11,1,20:31
516,02/00/2019,2018,11,1,13:01
517,05/00/2019,2018,11,1,12:29
518,16/00/2019,2018,11,3,15:26
519,02/00/2019,2018,11,1,20:48
520,20/00/2019,2018,11,3,20:38
521,14/00/2019,2018,11,2,17:03
522,12/00/2019,2018,11,2,12:02
523,09/00/2019,2018,11,2,17:26
524,13/00/2019,2018,11,2,19:52
525,09/00/2019,2018,11,2,14:57
526,10/00/2019,2018,11,2,18:44
527,27/00/2019,2018,11,4,13:26
528,08/00/2019,2018,11,2,16:17
529,08/00/2019,2018,11,2,15:57
530,08/00/2019,2018,11,2,11:15
531,25/00/2019,2018,11,4,13:18
532,06/00/2019,2018,11,1,20:34
533,10/00/2019,2018,11,2,18:36
534,17/00/2019,2018,11,3,14:40
535,08/00/2019,2018,11,2,16:43
536,18/00/2019,2018,11,3,19:39
537,18/00/2019,2018,11,3,20:59
538,18/00/2019,2018,11,3,15:39
539,16/00/2019,2018,11,3,12:21
540,16/00/2019,2018,11,3,19:25
541,23/00/2019,2018,11,4,13:00
542,25/00/2019,2018,11,4,13:48
543,05/00/2019,2018,11,1,19:57
544,22/00/2019,2018,11,4,10:36
545,21/00/2019,2018,11,3,16:37
546,08/00/2019,2018,11,2,17:11
547,10/00/2019,2018,11,2,12:28
548,19/00/2019,2018,11,3,12:46
549,06/00/2019,2018,11,1,15:07
550,27/00/2019,2018,11,4,13:48
551,23/00/2019,2018,11,4,19:20
552,11/00/2019,2018,11,2,16:07
553,29/00/2019,2018,11,5,11:56
554,07/00/2019,2018,11,1,18:23
555,28/00/2019,2018,11,4,13:05
556,20/00/2019,2018,11,3,15:55
557,04/00/2019,2018,11,1,19:40
558,07/00/2019,2018,11,1,13:58
559,30/00/2019,2018,11,5,14:43
560,27/00/2019,2018,11,4,19:18
561,19/00/2019,2018,11,3,19:39
562,25/00/2019,2018,11,4,16:21
563,13/00/2019,2018,11,2,19:44
564,30/00/2019,2018,11,5,19:42
565,20/00/2019,2018,11,3,15:24
566,25/00/2019,2018,11,4,14:12
567,16/00/2019,2018,11,3,13:32
568,08/00/2019,2018,11,2,16:20
569,19/00/2019,2018,11,3,16:31
570,01/00/2019,2018,11,1,15:10
571,03/00/2019,2018,11,1,11:36
572,26/00/2019,2018,11,4,12:45
573,03/00/2019,2018,11,1,19:17
574,19/00/2019,2018,11,3,17:34
575,18/00/2019,2018,11,3,12:04
576,21/00/2019,2018,11,3,16:21
577,03/00/2019,2018,11,1,17:01
578,13/00/2019,2018,11,2,10:50
579,23/00/2019,2018,11,4,19:16
580,28/00/2019,2018,11,4,16:47
581,09/00/2019,2018,11,2,10:00
582,23/00/2019,2018,11,4,11:51
583,23/00/2019,2018,11,4,10:55
584,25/00/2019,2018,11,4,15:00
585,04/00/2019,2018,11,1,11:19
586,05/00/2019,2018,11,1,19:46
587,03/00/2019,2018,11,1,19:00
588,08/00/2019,2018,11,2,10:53
589,10/00/2019,2018,11,2,12:50
590,28/00/2019,2018,11,4,20:50
591,11/00/2019,2018,11,2,10:39
592,15/00/2019,2018,11,3,13:41
593,16/00/2019,2018,11,3,19:08
594,26/00/2019,2018,11,4,20:23
595,19/00/2019,2018,11,3,11:30
596,13/00/2019,2018,11,2,19:30
597,26/00/2019,2018,11,4,18:03
598,23/00/2019,2018,11,4,10:13
599,12/00/2019,2018,11,2,19:58
600,17/00/2019,2018,11,3,19:57
601,29/00/2019,2018,11,5,10:01
602,15/00/2019,2018,11,3,11:57
603,14/00/2019,2018,11,2,10:02
604,06/00/2019,2018,11,1,14:51
605,15/00/2019,2018,11,3,12:42
606,03/00/2019,2018,11,1,12:02
607,04/00/2019,2018,11,1,18:19
608,18/00/2019,2018,11,3,17:38
609,28/00/2019,2018,11,4,13:41
610,02/00/2019,2018,11,1,19:42
611,25/00/2019,2018,11,4,20:24
612,16/00/2019,2018,11,3,18:08
613,20/00/2019,2018,11,3,19:17
614,04/00/2019,2018,11,1,13:24
615,11/00/2019,2018,11,2,15:53
616,22/00/2019,2018,11,4,15:05
617,24/00/2019,2018,11,4,18:27
618,21/00/2019,2018,11,3,16:55
619,12/00/2019,2018,11,2,12:58
620,10/00/2019,2018,11,2,18:59
621,31/00/2019,2018,11,5,13:44
622,06/00/2019,2018,11,1,13:46
623,17/00/2019,2018,11,3,18:06
624,21/00/2019,2018,11,3,12:38
625,20/00/2019,2018,11,3,15:56
626,11/00/2019,2018,11,2,14:29
627,26/00/2019,2018,11,4,19:14
628,31/00/2019,2018,11,5,16:24
629,26/00/2019,2018,11,4,10:52
630,11/00/2019,2018,11,2,12:55
631,26/00/2019,2018,11,4,19:28
632,12/00/2019,2018,11,2,13:52
633,11/00/2019,2018,11,2,10:54
634,21/00/2019,2018,11,3,18:31
635,09/00/2019,2018,11,2,18:24
636,20/00/2019,2018,11,3,18:09
637,28/00/2019,2018,11,4,15:16
638,05/00/2019,2018,11,1,17:07
639,02/00/2019,2018,11,1,19:26
640,11/00/2019,2018,11,2,11:20
641,11/00/2019,2018,11,2,16:49
642,11/00/2019,2018,11,2,12:01
643,28/00/2019,2018,11,4,18:37
644,05/00/2019,2018,11,1,11:25
645,02/00/2019,2018,11,1,18:42
646,01/00/2019,2018,11,1,14:47
647,09/00/2019,2018,11,2,19:43
648,23/00/2019,2018,11,4,14:04
649,07/00/2019,2018,11,1,16:11
650,14/00/2019,2018,11,2,19:06
651,02/00/2019,2018,11,1,15:34
652,17/00/2019,2018,11,3,19:06
653,02/00/2019,2018,11,1,19:44
654,16/00/2019,2018,11,3,11:22
655,06/00/2019,2018,11,1,11:23
656,29/00/2019,2018,11,5,14:12
657,31/00/2019,2018,11,5,10:46
658,05/00/2019,2018,11,1,10:16
659,13/00/2019,2018,11,2,12:38
660,07/00/2019,2018,11,1,13:05
661,19/00/2019,2018,11,3,13:25
662,07/00/2019,2018,11,1,14:53
663,13/00/2019,2018,11,2,19:22
664,09/00/2019,2018,11,2,11:00
665,26/00/2019,2018,11,4,19:24
666,12/00/2019,2018,11,2,12:43
667,14/00/2019,2018,11,2,17:22
668,08/00/2019,2018,11,2,20:55
669,05/00/2019,2018,11,1,16:05
670,04/00/2019,2018,11,1,13:34
671,06/00/2019,2018,11,1,18:13
672,03/00/2019,2018,11,1,19:17
673,07/00/2019,2018,11,1,11:44
674,27/00/2019,2018,11,4,15:51
675,26/00/2019,2018,11,4,16:52
676,07/00/2019,2018,11,1,20:52
677,07/00/2019,2018,11,1,17:36
678,02/00/2019,2018,11,1,13:23
679,20/00/2019,2018,11,3,16:28
680,20/00/2019,2018,11,3,19:57
681,15/00/2019,2018,11,3,17:01
682,06/00/2019,2018,11,1,13:29
683,06/00/2019,2018,11,1,11:09
684,04/00/2019,2018,11,1,15:02
685,12/00/2019,2018,11,2,14:21
686,20/00/2019,2018,11,3,18:01
687,24/00/2019,2018,11,4,14:49
688,31/00/2019,2018,11,5,12:02
689,25/00/2019,2018,11,4,13:30
690,03/00/2019,2018,11,1,14:38
691,24/00/2019,2018,11,4,17:37
692,14/00/2019,2018,11,2,17:20
693,18/00/2019,2018,11,3,20:29
694,21/00/2019,2018,11,3,10:00
695,13/00/2019,2018,11,2,11:46
696,03/00/2019,2018,11,1,13:42
697,29/00/2019,2018,11,5,14:44
698,10/00/2019,2018,11,2,14:16
699,25/00/2019,2018,11,4,15:54
700,19/00/2019,2018,11,3,10:21
